ok,mccurtain county,1
ok,oklahoma county,2.946995485
ok,osage county,1.000773606
ok,ottawa county,1
ok,pittsburg county,1
ok,pottawatomie county,0
ok,rogers county,0
ok,seminole county,0
ok,sequoyah county,2
ok,tulsa county,2.999226394
ok,wagoner county,0
or,clackamas county,2
or,josephine county,0
or,klamath county,1
or,lane county,3
or,multnomah county,0
or,polk county,0
or,washington county,2
pa,allegheny county,1
pa,berks county,1
pa,dauphin county,1
pa,delaware county,0
pa,erie county,0
pa,fayette county,2
pa,lackawanna county,1
pa,lancaster county,1
pa,lehigh county,1
pa,mercer county,0
pa,mifflin county,1
pa,montgomery county,0
pa,northampton county,0
pa,philadelphia county,1
pa,warren county,1
pa,washington county,1
pa,york county,2
ri,providence county,0
sc,anderson county,1
sc,berkeley county,0
sc,charleston county,0.943633402
sc,dillon county,0
sc,dorchester county,0.056366598
sc,greenville county,3.925282339
sc,horry county,1
sc,jasper county,1
sc,laurens county,0.074717661
sc,lexington county,0
sc,york county,0
sd,pennington county,2
sd,shannon county,1
tn,anderson county,1
tn,bradley county,0
tn,carter county,0.000421855
tn,cocke county,0
tn,crockett county,0
tn,davidson county,1
tn,fayette county,0
tn,franklin county,0.003284746
tn,grundy county,0.73188257
tn,hamilton county,3
tn,henderson county,0
tn,hickman county,0
tn,knox county,1
tn,lewis county,1
tn,marion county,0.264832683
tn,marshall county,1
tn,maury county,1
tn,montgomery county,0
tn,overton county,1
tn,scott county,0
tn,shelby county,0
tn,sullivan county,3.51E-05
tn,warren county,1
tn,washington county,0.999543013
tn,weakley county,0
tn,williamson county,2
tx,angelina county,0
tx,aransas county,0
tx,bell county,1
tx,bexar county,3
tx,brazoria county,1
tx,cameron county,0
tx,carson county,1
tx,collin county,2.000875916
tx,comal county,0
tx,dallas county,2.997719351
tx,denton county,0.001523117
tx,eastland county,1
tx,el paso county,0
tx,ellis county,1
tx,fannin county,0
tx,foard county,0
tx,fort bend county,0.233945563
tx,galveston county,0
tx,gonzales county,1
tx,grayson county,0
tx,guadalupe county,0
tx,harris county,8.076281329
tx,hays county,1
tx,hidalgo county,0.67957969
tx,hutchinson county,0.999984737
tx,jones county,0
tx,kaufman county,0
tx,kleberg county,0
tx,lamb county,0
tx,matagorda county,1
tx,mclennan county,0
tx,medina county,0
tx,montgomery county,1.000016068
tx,moore county,1.53E-05
tx,nueces county,0
tx,parker county,0
tx,pecos county,1
tx,potter county,1.209992722
tx,randall county,0.790007278
tx,rockwall county,0
tx,san patricio county,0
tx,tarrant county,4.999881616
tx,taylor county,0
tx,travis county,2.990269838
tx,upshur county,1
tx,waller county,0.01017735
tx,webb county,1
tx,wichita county,1
tx,williamson county,0.009730162
tx,wise county,0
ut,davis county,0
ut,salt lake county,1
ut,tooele county,1
ut,weber county,2
va,alexandria city,1
va,arlington county,0
va,caroline county,1
va,charlottesville city,1
va,chesterfield county,0.961559608
va,culpeper county,1
va,fairfax city,0
va,fairfax county,0
va,giles county,0
va,grayson county,1
va,hampton city,0
va,henry county,1
va,lexington city,1
va,lynchburg city,0
va,newport news city,1
va,norfolk city,2
va,prince william county,0
va,pulaski county,1
va,rappahannock county,0.026946715
va,richmond city,1
va,roanoke city,1
va,warren county,0.011493677
va,washington county,0
vt,rutland county,0
wa,benton county,1
wa,chelan county,0
wa,clark county,1
wa,cowlitz county,1
wa,island county,1
wa,king county,5
wa,kitsap county,2
wa,pierce county,2
wa,snohomish county,0
wa,spokane county,3
wa,thurston county,1
wa,whatcom county,0
wa,yakima county,2
wi,ashland county,0
wi,calumet county,0.032993798
wi,chippewa county,0.000953706
wi,columbia county,1
wi,eau claire county,0.999046294
wi,forest county,0
wi,grant county,0
wi,jackson county,2
wi,la crosse county,1
wi,lincoln county,1
wi,marathon county,2
wi,marinette county,1
wi,milwaukee county,4
wi,outagamie county,0.966397327
wi,walworth county,0
wi,washington county,0
wi,waukesha county,1
wi,winnebago county,0.000608875
wv,berkeley county,1
wv,braxton county,0
wv,harrison county,1
wv,kanawha county,2
wv,marion county,0
wv,mercer county,0
wv,pendleton county,0
wv,randolph county,0
wv,taylor county,1
wy,laramie county,1
